# Program:featureCounts v1.6.2; Command:"featureCounts" "-p" "-t" "exon" "-T" "2" "-g" "gene_id" "-a" "ref-data/gencode.v35.annotation.gtf" "-o" "output/COAD/counts/expression/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6.txt" "data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam" 
Geneid	Chr	Start	End	Strand	Length	data/bam/COAD/1d73147d-75da-4f0e-9fbc-25eaa3fe3cc6/b8f29ff7-6db3-4188-97ac-8dc559923ca1_gdc_realn_rehead.bam
ENSG00000184908.18	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16043736;16043782;16044486;16044486;16045558;16045558;16046535;16046535;16047905;16047905;16048343;16048343;16048504;16048504;16048789;16049120;16049618;16049618;16049815;16049815;16050516;16050516;16050516;16050875;16050875;16050875;16051478;16051478;16051478;16051710;16051710;16051710;16052198;16052198;16052198;16052323;16053639;16053639;16053639;16053639;16055435;16055435;16055435;16055675;16055678;16055678;16056422;16056422;16056869;16056869;16057187;16057238	16043880;16043880;16044592;16044592;16045686;16045686;16046663;16046663;16048044;16048044;16048420;16048420;16048582;16048514;16049245;16049245;16049702;16049702;16049916;16049916;16050600;16050600;16050600;16051048;16051048;16051048;16051547;16051547;16051547;16051820;16051820;16051820;16052411;16052411;16052411;16052411;16053772;16053772;16053772;16053690;16055523;16055523;16055523;16055758;16055758;16055758;16056508;16056508;16057308;16057308;16057285;16057308	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2939	2
ENSG00000207389.1	chr1	16740516	16740679	+	164	0
ENSG00000179023.8	chr1	18480982	18486126	+	5145	7
ENSG00000251914.1	chr1	20841241	20841302	+	62	0
ENSG00000206935.1	chr1	23162704	23162810	+	107	0
ENSG00000125944.21	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	23303771;23303963;23304688;23304688;23306412;23306412;23309783;23309784;23309786;23309930;23310333;23310454;23310828;23311201;23311201;23311201;23311201;23311201;23311201;23311201;23311201;23311201;23311662;23313553;23313553;23313553;23313553;23313553;23313553;23313553;23313553;23313553;23313599;23318483;23318483;23318483;23318483;23318483;23318483;23318483;23318483;23318483;23321528;23321528;23321528;23321528;23321528;23321528;23321528;23321528;23321528;23323556;23323556;23323556;23323556;23323556;23323556;23323556;23323556;23323556;23333518;23333518;23333518;23333518;23333518;23333518;23337754;23337754;23337754;23337754;23337754;23337754;23337754;23337754;23337754;23338063;23338270;23338490;23338490;23338490;23338490;23338490;23338490;23338490;23338490;23338490;23340852;23340852;23340852;23340852;23340852;23340852;23344211;23344211;23344211;23344211;23344211;23344211;23344211;23344211	23304106;23304106;23311066;23311066;23306503;23306632;23311066;23311066;23311066;23311066;23311066;23311066;23311066;23311322;23311322;23311322;23311322;23311322;23311322;23311322;23311322;23311322;23311893;23313702;23313702;23313702;23313702;23313702;23313702;23313702;23313702;23313601;23313702;23318688;23318688;23318688;23318688;23318688;23318688;23318697;23318697;23318688;23321663;23321663;23321663;23321663;23321663;23321663;23321663;23321663;23321663;23323732;23323732;23323732;23323732;23323732;23323732;23323732;23323732;23323732;23333631;23333631;23333631;23333631;23333631;23333631;23337861;23337861;23337861;23337861;23337861;23337861;23337861;23337861;23337861;23338163;23338608;23338608;23338549;23338608;23338608;23338608;23338608;23338608;23338608;23338608;23341017;23341008;23341017;23341020;23341017;23341017;23344317;23344281;23344295;23344330;23344322;23344310;23344336;23344284	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8704	5152
ENSG00000204219.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	23380909;23383433;23384346;23384346;23387273;23387273;23393879;23393879;23397545;23397545;23397792;23397792;23403481;23404069;23408560;23408664;23408664;23408664;23408664;23417249;23417249;23417249;23417249;23417249;23417345;23417904;23417904;23417904;23417904;23417904;23417904;23419077;23419077;23419077;23419077;23419077;23424565;23424565;23424565	23381474;23384068;23384417;23384417;23387419;23387419;23394033;23394033;23397601;23397601;23397955;23397955;23404160;23404160;23408726;23408726;23408726;23408726;23408726;23417390;23417390;23417390;23417390;23417390;23417390;23418298;23418009;23418009;23418009;23418009;23418009;23419236;23419386;23419139;23419139;23419139;23424707;23424618;23424748	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3675	917
ENSG00000270733.1	chr1	26263041	26263398	-	358	1
ENSG00000117676.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	26529761;26529761;26529761;26529775;26529778;26530745;26531218;26531328;26536925;26536925;26536925;26536925;26536925;26536925;26536925;26543112;26543130;26543162;26544075;26545842;26545845;26545852;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546867;26546900;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547189;26547243;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551397;26551446;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26551644;26552818;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26553391;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554214;26554596;26554596;26554596;26554596;26554596;26554596;26554596;26555151;26555151;26555151;26555151;26555151;26555151;26555184;26555199;26555537;26555537;26555537;26555537;26555537;26555537;26555537;26555537;26556076;26556654;26556654;26556654;26556654;26556654;26556654;26556654;26556654;26556998;26556998;26556998;26556998;26556998;26556998;26556998;26556998;26557043;26558807;26558807;26558807;26558807;26558807;26558807;26558807;26558807;26560726;26560726;26560726;26560726;26560726;26560726;26560726;26561045;26561045;26561045;26561045;26561045;26561045;26561045;26561045;26561505;26561505;26561505;26561505;26561505;26561505;26561505;26561505;26571229;26571449;26571449;26571449;26571449;26571449;26571449;26571449;26571449;26571849;26571849;26571849;26571849;26571849;26571849;26571849;26571849;26572176;26572176;26572176;26572176;26572176;26572176;26572270;26573224;26573224;26573224;26573224;26573224;26573224;26573224;26574079;26574079;26574079;26574079;26574079;26574079;26574079;26574377	26529983;26529983;26529983;26529983;26529983;26530902;26531438;26531438;26536969;26536969;26536969;26536969;26536969;26536969;26536969;26543221;26543221;26543221;26544178;26546035;26546035;26546035;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26546983;26547590;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26547270;26551477;26551586;26551477;26551477;26551477;26551477;26551477;26551477;26551477;26551477;26551503;26551477;26551477;26551477;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26551723;26552896;26554135;26553497;26553497;26553497;26553497;26553426;26553497;26553497;26553497;26553497;26553497;26553461;26554447;26554251;26554251;26554251;26554251;26554251;26554251;26554251;26554251;26554738;26554738;26554738;26554738;26554738;26554738;26554738;26555221;26555221;26555221;26555221;26555221;26555221;26555221;26555221;26555625;26555625;26555625;26555625;26555625;26555625;26555625;26555625;26556163;26556718;26556718;26556718;26556718;26556718;26556718;26556718;26556718;26557036;26557100;26557100;26557100;26557100;26557100;26557100;26557100;26557100;26558937;26558937;26558937;26558937;26558937;26558937;26558937;26558937;26560851;26560851;26560851;26560851;26560851;26560851;26560851;26561134;26561134;26561134;26561134;26561134;26561134;26561134;26561134;26561663;26561663;26561663;26561663;26561663;26561663;26561663;26561663;26571610;26571508;26571610;26571610;26571610;26571610;26571610;26571610;26571610;26572021;26571925;26571925;26572233;26571925;26571925;26571925;26571925;26572293;26572293;26572293;26572293;26572293;26572293;26572293;26573361;26573361;26573361;26573361;26573361;26573361;26573361;26574197;26574276;26575030;26575014;26574431;26575014;26575025;26574734	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5884	3522
ENSG00000229247.2	chr1	26640377	26640614	-	238	0
ENSG00000228589.3	chr1	28095742	28096422	-	681	54
ENSG00000214812.3	chr1;chr1	28120449;28120835	28120518;28121321	-;-	557	1
ENSG00000060656.20	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29236516;29236522;29236549;29236639;29255275;29255275;29255275;29255275;29258505;29258505;29258505;29258505;29259261;29259261;29259261;29259261;29259449;29259449;29259449;29259449;29259870;29259870;29259870;29259870;29260181;29260610;29260610;29260610;29260610;29260610;29275448;29275448;29275448;29275448;29275448;29279012;29279012;29279012;29279012;29279456;29279456;29279456;29279456;29279551;29280039;29280039;29280039;29280039;29280039;29282676;29282676;29282676;29282676;29282676;29283723;29283940;29283940;29283940;29283940;29283940;29284731;29284731;29284731;29284731;29284731;29284731;29289683;29289683;29291869;29291869;29291869;29291869;29291869;29291869;29303855;29303855;29303855;29303855;29303855;29303855;29304774;29304774;29304774;29304774;29304774;29305352;29305352;29305352;29305352;29305352;29307129;29310744;29310744;29310744;29310744;29310744;29311346;29311456;29311456;29311456;29311456;29311456;29311643;29311643;29311643;29311643;29311643;29311643;29312552;29312552;29312552;29312552;29312552;29312552;29315372;29315372;29315372;29315372;29316002;29316002;29316002;29316002;29317748;29317748;29317748;29317748;29317760;29320210;29320685;29320685;29320685;29320685;29320685;29323218;29323371;29323371;29323371;29323371;29323371;29323371;29323631;29323631;29323631;29323631;29323631;29323631;29323637;29325191;29325191;29325191;29325191;29325191;29325191;29325191;29325599;29325599;29325599;29325599;29325599;29325599	29236717;29236717;29236717;29236717;29255406;29255406;29255406;29255406;29258776;29258776;29258776;29258776;29259342;29259342;29259342;29259342;29259564;29259564;29259564;29259564;29260044;29260044;29260044;29260044;29260267;29260903;29260903;29260903;29260903;29260903;29275685;29275756;29275756;29275756;29275756;29279121;29279121;29279121;29279121;29279657;29279657;29279657;29279657;29279657;29280141;29280141;29280141;29280141;29280141;29282949;29282949;29282949;29282949;29282949;29283976;29283976;29283976;29283976;29283976;29283976;29284869;29284869;29284869;29284869;29284869;29284869;29289712;29289712;29292026;29292026;29292026;29292026;29292026;29292026;29304040;29304045;29304045;29304045;29304045;29304045;29304849;29304849;29304849;29304849;29304849;29305428;29305428;29305428;29305428;29305428;29307146;29310780;29310780;29310780;29310780;29310780;29311544;29311544;29311553;29311544;29311553;29311553;29311759;29311759;29311759;29311759;29311759;29311759;29312706;29312659;29312706;29312706;29312706;29312706;29315507;29315507;29315507;29315507;29316151;29316151;29316151;29316151;29317921;29317921;29317921;29317921;29317921;29320825;29320825;29320825;29320825;29320825;29320825;29323496;29323496;29323496;29323496;29323496;29323496;29323496;29323788;29323788;29323788;29323788;29323788;29323788;29323788;29325326;29325326;29325298;29325326;29325326;29325326;29325326;29326212;29325650;29326669;29326813;29326800;29325661	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6682	194
ENSG00000231251.1	chr1	30226523	30226615	+	93	0
ENSG00000223382.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	30824217;30824217;30824228;30824228;30824228;30824266;30824272;30824298;30824298;30824298;30824627;30824655;30824675;30824677;30826056;30826131;30826131;30826131;30826131;30826131;30826131;30826134;30826134;30826134;30826534;30826555;30826555;30826555;30826555;30826555;30826605;30826605;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30829748;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506;30833506	30824373;30824373;30824373;30824373;30824373;30824373;30824373;30824373;30824373;30824373;30824828;30824828;30824828;30824828;30826194;30826194;30826194;30826194;30826194;30826194;30826194;30826194;30826194;30826194;30826652;30826652;30826652;30826652;30826652;30826652;30826652;30826652;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30829882;30833844;30834102;30833733;30834270;30834282;30834230;30834103;30834282;30834282;30834858;30834284;30834282;30834864;30834399	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2111	24
ENSG00000215900.4	chr1;chr1	31094987;31095481	31095160;31095558	-;-	252	2
ENSG00000233775.1	chr1;chr1	32349194;32350605	32349821;32350663	-;-	687	2
ENSG00000200591.1	chr1	32639951	32640052	+	102	2
ENSG00000276645.1	chr1	33029232	33029576	-	345	2
ENSG00000189280.3	chr1;chr1	34755047;34757307	34755195;34758512	+;+	1355	8
ENSG00000116898.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	36455718;36455772;36455773;36455774;36456187;36456187;36456187;36456187;36457923;36457923;36457923;36460692;36461264;36462088;36463806;36464146;36464282	36455925;36455925;36455925;36455925;36456566;36456378;36456378;36456378;36459126;36457981;36459703;36460776;36461312;36462163;36463850;36464384;36464345	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2863	7566
ENSG00000163879.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	37556919;37556940;37556953;37556998;37557603;37557603;37557603;37557603;37559327;37559327;37560538;37561401;37561557;37561557;37561557;37562081;37562081;37562081;37562081;37565026;37565026;37565026;37565026	37557075;37557075;37557075;37557075;37558191;37557748;37557748;37557748;37559496;37559496;37562245;37561735;37561735;37561735;37561735;37562245;37562188;37562245;37562245;37566856;37565146;37566857;37566856	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4456	61
ENSG00000116990.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	39895426;39895428;39899612;39900939;39900939;39901134;39901808;39901808;39902141	39897970;39897970;39901443;39901917;39901443;39901443;39901919;39902013;39902256	-;-;-;-;-;-;-;-;-	5063	1518
ENSG00000131236.17	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	40040233;40040240;40040323;40040583;40040720;40040729;40040732;40040733;40040752;40040753;40040761;40040765;40040767;40040780;40040780;40040882;40041429;40041429;40041429;40041429;40057446;40059334;40059334;40059334;40059334;40059334;40059334;40059334;40059334;40059337;40059337;40059337;40059337;40059337;40059337;40059337;40059337;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060067;40060070;40060070;40060070;40060070;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40061735;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064227;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40064474;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066215;40066273;40067270;40067540;40067540;40067540;40067540;40067540;40067540;40067540;40067540;40067540;40067540;40069566;40069690;40069690;40069690;40069690;40069690;40069690;40069690;40069690;40070159;40070159;40070159;40070159;40070159;40070159;40070159;40070159;40070430;40070430;40070430;40070430;40070430;40070430;40070430;40070430;40070470;40070836;40070836;40070836;40070836;40070836;40070836;40070836;40070836;40071450;40071450;40071450;40071450;40071450;40071450;40071450;40071450;40071450	40040783;40040783;40040467;40040783;40040801;40040801;40040801;40040783;40040801;40040801;40040801;40040783;40040783;40040801;40040801;40040965;40041493;40041493;40041493;40041493;40057495;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40059458;40060130;40060170;40060170;40060170;40060170;40060170;40060170;40060170;40060089;40060170;40060170;40060170;40060170;40060170;40060170;40060170;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40061812;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064370;40064559;40064559;40064559;40064559;40064559;40064559;40064559;40064559;40064559;40064559;40064558;40064559;40064559;40064559;40066295;40066218;40066320;40066320;40066320;40066320;40066320;40066229;40066314;40066320;40066300;40066320;40066320;40066320;40067311;40067717;40067556;40067700;40067717;40067717;40067717;40067717;40067717;40067717;40067717;40069874;40069874;40069874;40069874;40069874;40069874;40069764;40069874;40069874;40070282;40070282;40070282;40070282;40070282;40070282;40070282;40070282;40070512;40070512;40070512;40070512;40070512;40070512;40070512;40070512;40070979;40070979;40070979;40070979;40070979;40070979;40070979;40070979;40070979;40071645;40071683;40071581;40072271;40072641;40071608;40072648;40072515;40072649	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3814	28632
ENSG00000236505.1	chr1	40563534	40563659	+	126	0
ENSG00000286640.1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	41302932;41302938;41303020;41303020;41305842;41305842;41305842	41303972;41303972;41303918;41303908;41305943;41306148;41305912	-;-;-;-;-;-;-	1348	0
ENSG00000127124.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	41506365;41506365;41506365;41510230;41512816;41512816;41512816;41512816;41518402;41518402;41518402;41518402;41524735;41524735;41524735;41575544;41575544;41575544;41575544;41579737;41579737;41579737;41579737;41628749;41628749;41628749;41662134;41700916;41847191;41847191;41847948;41848871;41848871;41848871;41864578;41865548;41869547;41918413;41918413;41918413;41918413;42035807	41511266;41511263;41511263;41511266;41513750;41513750;41513750;41513750;41518488;41518488;41518488;41518488;41524910;41524910;41524910;41575689;41575689;41575689;41575689;41579900;41585318;41585318;41585318;41628947;41628947;41628947;41662325;41700995;41848445;41848445;41848445;41849089;41849089;41849089;41864648;41865615;41869630;41918524;41918669;41918922;41918707;42035925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14625	198
